,user_id,gender_encode,country_encode,age_normalized
224,31911,1,7,0.21052631578947367
228,39514,0,3,0.19999999999999998
229,45797,0,2,0.07368421052631578
230,11717,0,1,0.4421052631578947
231,39147,1,5,0.21052631578947367
232,22927,0,5,0.4842105263157895
233,48829,1,3,0.2736842105263158
235,33899,0,1,0.12631578947368421
236,33188,1,0,0.1894736842105263
237,13431,1,7,0.11578947368421053
238,35044,1,2,0.25263157894736843
239,15528,1,3,0.08421052631578947
240,48627,1,2,0.12631578947368421
241,38847,1,7,0.4421052631578947
242,38051,0,0,0.14736842105263157
243,3504,0,7,0.5578947368421052
244,34793,1,7,0.3368421052631579
245,43861,1,3,0.30526315789473685
246,28034,0,5,0.4631578947368421
248,3256,0,4,0.17894736842105263
249,24759,0,6,0.368421052631579
251,36153,0,3,0.1894736842105263
252,19593,1,7,0.8842105263157894
255,13279,1,4,0.5157894736842105
256,28473,0,6,0.6842105263157894
258,9303,1,1,0.25263157894736843
259,12456,0,7,0.2947368421052632
260,28026,1,1,0.31578947368421056
261,17312,1,3,0.16842105263157894
262,14516,1,0,0.35789473684210527
264,32092,0,2,0.4842105263157895
266,16452,0,2,0.37894736842105264
268,7146,1,0,0.3473684210526316
269,33772,0,4,0.5894736842105263
270,48943,0,1,0.1894736842105263
272,7441,1,7,0.09473684210526315
273,42722,2,1,0.5684210526315789
274,702,1,6,0.6421052631578947
275,8601,1,2,0.14736842105263157
277,47243,1,7,0.5368421052631579
279,906,1,6,0.4210526315789474
283,11226,1,5,0.30526315789473685
284,2476,1,1,0.4736842105263158
285,49257,1,5,0.5578947368421052
286,28732,1,5,0.25263157894736843
287,17557,2,4,0.15789473684210525
288,35711,0,2,0.4736842105263158
289,1163,1,5,0.5894736842105263
290,37206,0,6,0.5263157894736842
292,38601,0,2,0.4631578947368421
293,37189,0,6,0.368421052631579
294,31757,1,2,0.23157894736842105
295,3309,0,5,0.6421052631578947
298,24333,0,4,0.19999999999999998
299,25338,1,0,0.22105263157894736
300,8097,2,1,0.6421052631578947
301,24087,0,7,0.3473684210526316
302,14122,0,0,0.12631578947368421
304,31677,0,1,0.13684210526315788
305,36839,0,2,0.14736842105263157
306,11126,0,1,0.30526315789473685
307,11126,0,1,0.30526315789473685
308,288,0,2,0.26315789473684215
309,13724,1,6,0.8210526315789474
310,32948,0,6,0.25263157894736843
312,19661,1,1,0.3473684210526316
315,32198,0,1,0.43157894736842106
316,37808,0,1,0.14736842105263157
317,15533,1,6,0.25263157894736843
318,37423,0,4,0.4631578947368421
319,7768,0,2,0.5578947368421052
320,23653,1,1,0.37894736842105264
321,31596,0,4,0.14736842105263157
322,26938,1,4,0.368421052631579
323,21494,1,1,0.15789473684210525
324,16382,1,4,0.22105263157894736
325,44206,0,5,0.4842105263157895
326,10918,0,1,0.16842105263157894
327,30039,0,5,0.7052631578947368
328,724,0,1,0.4
329,48158,0,6,0.37894736842105264
330,48667,1,4,0.37894736842105264
331,41307,0,5,0.631578947368421
332,6551,2,1,0.368421052631579
333,2329,0,3,0.26315789473684215
334,3471,0,7,0.43157894736842106
336,5142,0,1,0.16842105263157894
337,21831,0,3,0.3368421052631579
338,40391,1,1,0.43157894736842106
339,29292,1,5,0.17894736842105263
340,29292,1,5,0.17894736842105263
342,18513,1,2,0.3894736842105263
343,40123,0,4,0.368421052631579
344,46579,1,4,0.31578947368421056
345,28262,1,6,0.4842105263157895
346,15152,0,6,0.5894736842105263
347,36157,1,0,0.14736842105263157
348,554,0,4,0.831578947368421
351,12952,1,7,0.45263157894736844
352,28427,1,0,0.19999999999999998
353,44496,0,6,0.28421052631578947
354,33041,1,7,0.2947368421052632
355,46993,2,2,0.37894736842105264
357,1532,0,2,0.17894736842105263
358,20634,0,1,0.45263157894736844
359,27958,0,0,0.23157894736842105
360,30033,0,4,0.5894736842105263
361,4018,0,7,0.37894736842105264
362,2857,1,7,0.43157894736842106
363,43273,1,3,0.4105263157894737
364,43273,1,3,0.4105263157894737
365,27742,1,1,0.5157894736842105
366,31724,1,7,0.4736842105263158
367,38673,1,4,0.3473684210526316
368,15189,1,5,0.26315789473684215
369,21989,0,6,0.5578947368421052
370,38652,1,5,0.4
372,26319,0,5,0.6526315789473683
373,31721,0,5,0.4947368421052632
374,40798,0,6,0.831578947368421
375,39646,0,7,0.35789473684210527
376,8186,0,3,0.15789473684210525
377,48912,0,0,0.37894736842105264
378,21879,2,7,0.4
379,4983,1,6,0.37894736842105264
380,10838,1,7,0.4
381,9519,0,0,0.12631578947368421
383,6133,0,6,0.7052631578947368
384,6133,0,6,0.7052631578947368
385,45916,0,6,0.19999999999999998
386,44551,0,4,0.26315789473684215
387,32859,1,7,0.4105263157894737
388,30478,0,5,0.35789473684210527
389,41319,0,1,0.23157894736842105
390,18414,2,5,0.2947368421052632
391,16923,1,5,0.5263157894736842
393,25778,1,3,0.17894736842105263
394,28423,1,2,0.1894736842105263
396,7828,1,0,0.2736842105263158
397,48161,0,2,0.3894736842105263
398,21596,0,0,0.19999999999999998
399,29749,1,5,0.4210526315789474
401,14691,0,0,0.1894736842105263
402,14691,0,0,0.1894736842105263
403,27633,0,2,0.17894736842105263
405,22234,0,6,0.4947368421052632
406,22234,0,6,0.4947368421052632
407,18683,1,1,0.26315789473684215
408,7802,0,7,0.08421052631578947
409,7802,0,7,0.08421052631578947
410,28258,1,0,0.1894736842105263
411,9507,1,3,0.4105263157894737
412,7458,1,4,0.6947368421052631
413,23024,0,1,0.30526315789473685
414,37598,1,4,0.25263157894736843
415,40392,0,1,0.16842105263157894
416,33424,0,1,0.4947368421052632
417,29454,1,0,0.368421052631579
419,17671,0,0,0.042105263157894736
420,14893,0,5,0.43157894736842106
422,15188,0,5,0.6631578947368421
424,20912,0,6,0.3473684210526316
425,3597,0,5,0.8210526315789474
426,37396,0,4,0.6210526315789473
427,37396,0,4,0.6210526315789473
428,33361,1,4,0.3368421052631579
429,23909,1,2,0.26315789473684215
430,2109,1,5,0.5894736842105263
434,10148,2,7,0.3263157894736842
435,23158,0,3,0.16842105263157894
436,3476,0,4,0.35789473684210527
438,2963,0,5,0.7578947368421052
439,314,0,6,0.19999999999999998
440,31,2,2,0.2947368421052632
443,42577,2,5,0.8421052631578947
444,27213,1,2,0.24210526315789474
445,14653,0,7,0.4421052631578947
446,19314,1,0,0.15789473684210525
447,12847,0,6,0.25263157894736843
448,47244,0,3,0.2736842105263158
449,46872,0,1,0.5368421052631579
451,13902,1,7,0.25263157894736843
452,48556,1,3,0.17894736842105263
453,7933,1,4,0.45263157894736844
454,33777,1,4,0.5578947368421052
456,33322,1,5,0.6947368421052631
457,47978,1,0,0.10526315789473684
459,574,0,2,0.13684210526315788
460,26594,0,5,0.4631578947368421
461,31869,1,4,0.14736842105263157
463,35878,0,0,0.16842105263157894
465,6469,0,0,0.1894736842105263
466,3824,0,3,0.21052631578947367
467,26719,0,7,0.4
468,38341,1,7,0.19999999999999998
469,994,0,1,0.3894736842105263
470,24167,0,4,0.21052631578947367
471,42943,0,7,0.43157894736842106
472,48073,2,2,0.4631578947368421
473,2928,0,0,0.19999999999999998
474,2781,0,0,0.4105263157894737
478,36762,0,3,0.14736842105263157
480,38806,0,5,0.6631578947368421
481,39104,0,0,0.15789473684210525
482,46493,0,2,0.3263157894736842
483,17186,0,3,0.21052631578947367
484,12506,2,0,0.23157894736842105
485,39737,1,0,0.11578947368421053
487,27311,0,6,0.30526315789473685
491,14357,1,6,0.6947368421052631
492,6033,1,1,0.31578947368421056
493,17497,0,5,0.4210526315789474
494,17676,0,2,0.4105263157894737
495,10286,0,7,0.37894736842105264
496,47394,0,4,0.5894736842105263
497,7353,0,5,0.5157894736842105
498,20802,1,5,0.5052631578947367
499,13833,1,5,0.35789473684210527
500,13833,1,5,0.35789473684210527
501,31759,0,3,0.17894736842105263
502,13533,0,7,0.4210526315789474
503,48119,1,3,0.4842105263157895
504,32839,0,3,0.21052631578947367
505,43077,0,2,0.17894736842105263
506,20531,0,4,0.6526315789473683
507,48662,1,2,0.4210526315789474
510,7749,1,7,0.30526315789473685
513,34662,0,5,0.4631578947368421
514,40894,0,5,0.30526315789473685
515,4008,0,5,0.45263157894736844
516,33212,0,2,0.3894736842105263
517,34307,2,0,0.23157894736842105
519,37484,0,0,0.28421052631578947
520,89,0,6,0.4
521,49933,0,4,0.2947368421052632
523,16563,1,2,0.2736842105263158
526,46486,1,7,0.31578947368421056
527,29052,1,3,0.22105263157894736
528,28044,1,2,0.21052631578947367
529,5987,1,3,0.0631578947368421
531,30958,1,6,0.5684210526315789
532,19837,1,1,0.24210526315789474
533,46087,1,7,0.3368421052631579
534,6816,1,3,0.3894736842105263
535,48688,2,3,0.26315789473684215
536,44103,1,4,0.13684210526315788
538,29162,0,5,0.3894736842105263
539,7383,1,7,0.4210526315789474
540,30842,0,0,0.17894736842105263
541,21701,1,4,0.6947368421052631
542,13096,1,7,0.368421052631579
543,49557,0,3,0.28421052631578947
544,40938,0,5,0.5894736842105263
545,33909,0,3,0.45263157894736844
546,22529,0,7,0.19999999999999998
547,29316,1,3,0.25263157894736843
548,7824,1,0,0.2947368421052632
549,28207,0,0,0.07368421052631578
550,19731,2,7,0.1894736842105263
551,4026,0,1,0.45263157894736844
552,42033,0,0,0.21052631578947367
554,19429,0,5,0.4105263157894737
556,32457,1,3,0.1894736842105263
557,9876,0,2,0.4105263157894737
558,24254,0,7,0.3473684210526316
560,16949,1,4,0.31578947368421056
562,21269,0,2,0.28421052631578947
563,249,1,6,0.43157894736842106
564,249,1,6,0.43157894736842106
565,32983,1,6,0.4947368421052632
566,11874,0,3,0.26315789473684215
567,47,0,3,0.28421052631578947
568,47,0,3,0.28421052631578947
569,28172,0,5,0.3894736842105263
570,27236,0,6,0.4210526315789474
571,32674,0,0,0.2947368421052632
572,32674,0,0,0.2947368421052632
574,46217,0,6,0.5263157894736842
575,6851,0,3,0.24210526315789474
577,47782,1,3,0.25263157894736843
578,47782,1,3,0.25263157894736843
580,26303,2,1,0.13684210526315788
581,32304,0,2,0.19999999999999998
582,31034,0,7,0.22105263157894736
583,1751,0,1,0.17894736842105263
584,44352,0,6,0.4210526315789474
587,19911,2,1,0.4947368421052632
588,13291,0,0,0.30526315789473685
589,1179,1,5,0.7052631578947368
590,18237,1,3,0.13684210526315788
592,11993,0,1,0.16842105263157894
593,20878,1,6,0.5894736842105263
594,20878,1,6,0.5894736842105263
595,10183,0,6,0.08421052631578947
597,8652,0,4,0.5684210526315789
598,20857,0,0,0.30526315789473685
599,39213,1,4,0.8526315789473684
600,31923,1,7,0.5684210526315789
601,27633,0,2,0.17894736842105263
603,38352,2,4,0.24210526315789474
604,33493,1,0,0.24210526315789474
605,34233,0,2,0.4842105263157895
606,27302,1,3,0.21052631578947367
608,21916,2,2,0.16842105263157894
609,34019,0,1,0.6210526315789473
610,37096,0,1,0.2736842105263158
611,48249,1,0,0.052631578947368425
612,48172,1,0,0.22105263157894736
614,48573,0,6,0.3368421052631579
615,14578,1,7,0.5789473684210525
616,3387,1,6,0.4736842105263158
617,35323,2,3,0.30526315789473685
618,49997,1,6,0.24210526315789474
619,6053,0,6,0.6
620,39116,1,1,0.1894736842105263
621,27878,1,6,0.6
622,2873,0,1,0.5578947368421052
623,40338,1,5,0.7894736842105262
624,27898,1,0,0.25263157894736843
625,47719,0,7,0.5473684210526315
627,11424,1,0,0.042105263157894736
628,38564,1,1,0.30526315789473685
629,44458,0,3,0.368421052631579
630,6119,1,4,0.28421052631578947
631,20898,0,5,0.45263157894736844
632,49947,1,5,0.28421052631578947
635,27854,2,7,0.5578947368421052
637,44521,0,6,0.30526315789473685
638,16792,0,2,0.3894736842105263
639,43739,1,6,0.5263157894736842
640,267,1,2,0.37894736842105264
641,12426,0,2,0.3368421052631579
642,38899,0,2,0.6105263157894736
644,20852,1,4,0.5578947368421052
645,3793,1,6,0.5684210526315789
646,3194,2,5,0.4210526315789474
647,11587,1,6,0.3894736842105263
648,26882,0,0,0.19999999999999998
650,33872,1,4,0.4842105263157895
651,36081,0,2,0.22105263157894736
652,12852,1,4,0.37894736842105264
653,4869,1,0,0.3894736842105263
654,34361,1,4,0.3473684210526316
655,28073,0,5,0.11578947368421053
656,5559,1,5,0.3473684210526316
658,36406,1,4,0.3894736842105263
661,20231,1,0,0.25263157894736843
662,18641,0,6,0.4736842105263158
663,6127,0,1,0.4842105263157895
668,3041,1,2,0.22105263157894736
669,9467,1,7,0.15789473684210525
670,43683,1,6,0.31578947368421056
671,30877,1,5,0.9473684210526315
675,18158,1,5,0.4
678,28421,1,6,0.368421052631579
679,2026,1,3,0.23157894736842105
682,23131,1,2,0.4105263157894737
683,17149,0,3,0.4947368421052632
686,25713,0,2,0.368421052631579
688,38366,1,6,0.4842105263157895
690,19654,0,1,0.831578947368421
692,4964,1,4,0.4842105263157895
693,9348,1,0,0.0631578947368421
694,42127,1,7,0.831578947368421
695,14416,0,2,0.35789473684210527
696,10884,1,0,0.2736842105263158
697,19198,1,0,0.10526315789473684
698,509,0,0,0.16842105263157894
699,15261,0,0,0.30526315789473685
700,49386,0,2,0.37894736842105264
702,10587,0,6,0.6631578947368421
703,41847,0,5,0.31578947368421056
704,23679,1,1,0.3894736842105263
705,26341,0,1,0.6105263157894736
706,18471,1,4,0.5684210526315789
707,16058,1,5,0.5894736842105263
708,29473,1,1,0.5157894736842105
709,19928,0,6,0.7473684210526316
710,46828,1,0,0.11578947368421053
711,9632,0,3,0.22105263157894736
712,36802,1,4,0.5473684210526315
715,18208,1,2,0.22105263157894736
716,6788,0,7,0.2947368421052632
717,12113,1,0,0.21052631578947367
718,8953,0,3,0.2947368421052632
719,25528,1,3,0.4105263157894737
720,33114,1,3,0.2736842105263158
721,12141,0,0,0.35789473684210527
722,39051,0,7,0.4947368421052632
725,42179,0,6,0.368421052631579
726,24911,0,0,0.17894736842105263
727,24911,0,0,0.17894736842105263
728,36222,1,3,0.26315789473684215
729,25737,2,5,0.4105263157894737
730,18481,2,7,0.31578947368421056
731,11968,2,7,0.17894736842105263
732,11968,2,7,0.17894736842105263
733,12188,0,1,0.4
734,4829,0,0,0.3263157894736842
736,19761,0,1,0.368421052631579
737,21502,1,5,0.7999999999999999
738,6212,1,3,0.22105263157894736
739,15111,1,7,0.5473684210526315
740,25903,1,1,0.3263157894736842
741,17404,1,3,0.15789473684210525
744,32068,0,1,0.30526315789473685
745,49698,1,0,0.2947368421052632
746,17629,2,4,0.5894736842105263
747,18157,1,0,0.3473684210526316
749,20474,0,3,0.368421052631579
750,23796,0,2,0.4105263157894737
751,16698,0,5,0.7684210526315789
752,49178,1,7,0.4947368421052632
753,19559,1,3,0.4631578947368421
754,35459,0,4,0.23157894736842105
755,30061,0,2,0.28421052631578947
756,44549,2,1,0.23157894736842105
758,17624,2,5,0.6
759,16381,0,7,0.4
760,37253,0,3,0.21052631578947367
762,34562,0,7,0.4842105263157895
763,4389,1,0,0.10526315789473684
764,23398,0,3,0.4421052631578947
766,1879,1,6,0.37894736842105264
767,11139,0,4,0.6
768,15757,0,7,0.368421052631579
769,1152,1,6,0.4842105263157895
770,34837,0,6,0.4421052631578947
771,34837,0,6,0.4421052631578947
772,23878,0,2,0.4421052631578947
773,43997,0,6,0.08421052631578947
774,2057,1,3,0.4
775,42369,1,0,0.11578947368421053
776,42369,1,0,0.11578947368421053
778,12243,1,3,0.37894736842105264
779,12533,1,0,0.3473684210526316
782,10736,1,3,0.3473684210526316
783,43659,0,6,0.19999999999999998
787,9181,1,6,0.4736842105263158
788,25416,2,6,0.5052631578947367
789,18764,0,3,0.15789473684210525
790,23383,0,7,0.19999999999999998
794,32256,0,4,0.7999999999999999
795,12378,0,1,0.14736842105263157
796,6287,1,2,0.0631578947368421
797,13122,0,0,0.17894736842105263
798,49442,0,4,0.4210526315789474
800,22268,0,4,0.7263157894736841
802,23751,0,3,0.35789473684210527
803,34481,1,5,0.6105263157894736
804,34481,1,5,0.6105263157894736
805,45982,0,1,0.052631578947368425
806,16589,0,1,0.4842105263157895
809,20911,0,0,0.21052631578947367
810,5272,0,7,0.21052631578947367
811,19778,0,1,0.10526315789473684
812,38332,1,5,0.5789473684210525
813,15221,0,4,0.4210526315789474
814,13753,0,4,0.3263157894736842
815,39173,1,4,0.17894736842105263
816,39173,1,4,0.17894736842105263
817,39173,1,4,0.17894736842105263
818,35487,1,1,0.17894736842105263
822,43764,0,1,0.17894736842105263
824,22578,0,6,0.4947368421052632
826,41556,1,3,0.3263157894736842
827,49794,2,2,0.5157894736842105
828,45617,0,4,0.16842105263157894
829,22511,0,1,0.3263157894736842
833,45119,1,0,0.13684210526315788
834,42136,1,4,0.5684210526315789
835,31172,1,5,0.3894736842105263
836,4611,0,0,0.14736842105263157
837,28478,2,2,0.35789473684210527
839,14249,0,1,0.13684210526315788
840,17007,0,1,0.368421052631579
842,24859,0,5,0.6421052631578947
844,29858,0,4,0.30526315789473685
845,5442,0,3,0.24210526315789474
846,28817,0,4,0.24210526315789474
847,14254,1,6,0.4736842105263158
848,35229,1,1,0.12631578947368421
849,39753,2,2,0.08421052631578947
850,39753,2,2,0.08421052631578947
852,22994,1,3,0.1894736842105263
853,23886,0,1,0.12631578947368421
854,47781,0,5,0.31578947368421056
855,45186,0,0,0.22105263157894736
856,40187,0,5,0.6105263157894736
857,17393,0,2,0.07368421052631578
858,1736,0,5,0.368421052631579
859,15063,0,4,0.25263157894736843
860,27081,1,7,0.4736842105263158
861,30632,1,7,0.5157894736842105
862,30632,1,7,0.5157894736842105
863,37538,0,4,0.6631578947368421
864,39774,1,4,0.43157894736842106
865,4969,1,4,0.4842105263157895
866,37019,0,2,0.3263157894736842
868,30062,1,1,0.3894736842105263
870,13137,0,0,0.07368421052631578
872,48202,0,0,0.3894736842105263
873,13147,1,3,0.31578947368421056
874,43006,0,1,0.19999999999999998
875,10161,1,7,0.6526315789473683
876,3616,1,3,0.30526315789473685
877,8696,0,0,0.22105263157894736
878,30209,1,6,0.5368421052631579
879,16661,0,4,0.7157894736842105
880,35634,1,3,0.35789473684210527
881,4681,0,4,0.19999999999999998
883,3151,0,1,0.26315789473684215
884,31414,0,6,0.43157894736842106
885,10451,1,3,0.08421052631578947
886,40098,0,4,0.4736842105263158
887,40098,0,4,0.4736842105263158
888,41736,0,3,0.28421052631578947
890,13959,0,4,0.26315789473684215
891,8677,2,2,0.37894736842105264
893,113,1,4,0.5368421052631579
894,113,1,4,0.5368421052631579
895,20204,0,5,0.43157894736842106
896,27242,1,4,0.28421052631578947
897,41051,1,0,0.26315789473684215
898,41051,1,0,0.26315789473684215
899,44844,1,6,0.6421052631578947
900,8673,0,7,0.6
902,34422,1,3,0.25263157894736843
903,12501,1,2,0.3263157894736842
905,31956,0,2,0.35789473684210527
906,8878,1,2,0.6210526315789473
907,686,0,7,0.5473684210526315
908,19223,0,7,0.0
909,12352,0,5,0.5052631578947367
910,10394,1,2,0.23157894736842105
911,3764,0,6,0.6631578947368421
912,22631,1,6,0.5157894736842105
913,44409,0,2,0.35789473684210527
914,21269,0,2,0.28421052631578947
916,6374,1,4,0.5473684210526315
918,26964,0,2,0.12631578947368421
919,21444,0,4,0.4842105263157895
920,14349,0,0,0.17894736842105263
921,47337,1,5,0.7052631578947368
922,4678,0,3,0.4947368421052632
923,46779,2,3,0.16842105263157894
926,871,0,0,0.2736842105263158
927,871,0,0,0.2736842105263158
928,14666,1,2,0.30526315789473685
929,28731,0,0,0.13684210526315788
930,36347,0,4,0.7894736842105262
931,8136,0,0,0.30526315789473685
932,45554,0,1,0.368421052631579
933,5116,1,0,0.4105263157894737
934,47503,1,5,0.43157894736842106
936,24161,0,1,0.23157894736842105
938,42661,1,6,0.5263157894736842
939,14201,0,2,0.08421052631578947
940,10404,0,0,0.22105263157894736
941,48959,1,0,0.16842105263157894
942,47472,0,2,0.07368421052631578
944,27481,0,7,0.4842105263157895
945,6528,1,1,0.3473684210526316
946,36689,0,6,0.3263157894736842
947,24381,0,2,0.0631578947368421
948,31597,0,3,0.3263157894736842
949,34676,0,3,0.2947368421052632
950,2058,2,7,0.15789473684210525
951,33809,0,5,0.35789473684210527
952,18349,1,4,0.4842105263157895
953,42476,0,4,0.10526315789473684
954,28442,0,4,0.3263157894736842
955,40048,2,6,0.6421052631578947
956,13389,0,6,0.368421052631579
957,11713,0,0,0.43157894736842106
959,49228,1,0,0.13684210526315788
960,24773,0,5,0.6
961,24773,0,5,0.6
962,35077,0,2,0.25263157894736843
963,28544,0,4,0.35789473684210527
964,49072,1,6,0.10526315789473684
965,23558,0,5,0.2736842105263158
966,37236,1,0,0.13684210526315788
967,46811,1,1,0.4842105263157895
968,4226,0,1,0.2947368421052632
970,49846,0,1,0.4631578947368421
971,32497,1,1,0.25263157894736843
973,41998,1,7,0.25263157894736843
974,41998,1,7,0.25263157894736843
975,40173,1,4,0.5263157894736842
977,8684,1,0,0.09473684210526315
978,16424,0,7,0.25263157894736843
979,16722,0,2,0.12631578947368421
981,41856,0,1,0.7052631578947368
982,41383,1,4,0.5789473684210525
983,47958,0,5,0.6736842105263158
984,464,1,2,0.3368421052631579
985,35026,0,6,0.6105263157894736
986,30498,1,3,0.13684210526315788
987,46527,0,1,0.22105263157894736
988,2281,1,6,0.368421052631579
989,3281,0,5,0.10526315789473684
990,45648,1,7,0.23157894736842105
991,27546,2,5,0.5473684210526315
992,4372,0,0,0.35789473684210527
995,7303,0,5,0.4947368421052632
996,30014,1,5,0.368421052631579
